"cow" "lactno" "dfc" "milk"
5 2 94 30.17
5 2 95 30.56
5 2 96 31.33
5 2 97 30.44
5 2 98 31.41
5 2 99 31.87
5 2 100 30.1
5 2 101 33.53
5 2 102 30.79
5 2 103 29.96
5 2 104 30.21
5 2 105 30.28
5 2 106 30.24
5 2 107 17.21
5 2 108 28.35
5 2 109 31.49
5 2 110 13.77
5 2 111 15.17
5 2 112 30.69
5 2 113 15.68
5 2 114 14.39
5 2 115 29.75
5 2 116 30
5 2 117 32.67
5 2 118 29.62
5 2 119 29.56
5 2 120 27.49
5 2 121 29.13
5 2 122 31.18
5 2 123 30.05
5 2 124 17.22
5 2 125 29.25
5 2 126 33.38
5 2 127 33.13
5 2 128 28.8
5 2 129 30.6
5 2 130 29.64
5 2 131 27.8
5 2 132 27.82
5 2 133 32.73
5 2 134 29.48
5 2 135 29.6
5 2 136 30.04
5 2 137 29.63
5 2 138 32.16
5 2 139 29.07
5 2 140 29.97
5 2 141 30.94
5 2 142 27.34
5 2 143 30.92
5 2 144 28.48
5 2 145 31.81
5 2 146 30.49
5 2 147 30.21
5 2 148 30.33
5 2 149 19.2
5 2 150 31.55
5 2 151 31.19
5 2 152 30.43
5 2 153 30.92
5 2 154 32.61
5 2 155 31.5
5 2 156 31.3
5 2 157 28.87
5 2 158 30.57
5 2 159 12.64
5 2 160 19.09
5 2 161 14.76
5 2 162 28.13
5 2 163 31.91
5 2 164 30.31
5 2 165 31.17
5 2 166 31.31
5 2 167 31.04
5 2 168 30.61
5 2 169 32.16
5 2 170 31.47
5 2 171 27.05
5 2 172 29.21
5 2 173 33.14
5 2 174 29.8
5 2 175 28.24
5 2 176 17.35
5 2 177 29.3
5 2 178 27.64
5 2 179 32.09
5 2 180 29.66
5 2 181 31.54
5 2 182 32.94
5 2 183 28.59
5 2 184 29.55
5 2 185 29.13
5 2 186 27.5
5 2 187 25.95
5 2 188 30.16
5 2 189 30.12
5 2 190 30.4
5 2 191 30.29
5 2 192 33.33
5 2 193 27.24
5 2 194 25.8
5 2 195 23.99
5 2 196 26.31
5 2 197 29.71
5 2 198 27.05
5 2 199 32.1
5 2 200 30.96
5 2 201 29.72
5 2 202 29.54
5 2 203 28.87
5 2 204 26.32
5 2 205 27.23
5 2 206 28.94
5 2 207 29.22
5 2 208 16.07
5 2 209 30.02
5 2 210 27.91
5 2 211 28.62
5 2 212 26.32
5 2 213 28.71
5 2 214 27.93
5 2 215 27.66
5 2 216 27.61
5 2 217 26.31
5 2 218 26.35
5 2 219 28.77
5 2 220 26.29
5 2 221 31.24
5 2 222 28.55
5 2 223 25.82
5 2 224 28.32
5 2 225 26.89
5 2 226 29.57
5 2 227 30.21
5 2 228 25.65
5 2 229 28.16
5 2 230 27.43
5 2 231 28.34
5 2 232 27.39
5 2 233 26.01
5 2 234 29.22
5 2 235 27.39
5 2 236 29.66
5 2 237 27.74
5 2 238 26.05
5 2 239 25.38
5 2 240 26.55
5 2 241 27.56
5 2 242 24.11
5 2 243 26.09
5 2 244 27.1
5 2 245 25.55
5 2 246 28.12
5 2 247 27.2
5 2 248 27.41
5 2 249 27.68
5 2 250 26.99
5 2 251 26.15
5 2 252 28.11
5 2 253 27.22
5 2 254 25.57
5 2 255 26.96
5 2 256 25.47
5 2 257 24.36
5 2 258 29.73
5 2 259 27.82
5 2 260 25.7
5 2 261 27.03
5 2 262 25.87
5 2 263 25.96
5 2 264 26.05
5 2 265 25.91
5 2 266 24.5
5 2 267 26.16
5 2 268 25.27
5 2 269 26.71
5 2 270 25.61
5 2 271 27.09
5 2 272 25.01
5 2 273 25.38
5 2 274 25.3
5 2 275 26.19
5 2 276 24.64
5 2 277 22.66
5 2 278 24.38
5 2 279 24.28
5 2 280 24.55
5 2 281 25.9
5 2 282 24.84
5 2 283 22.85
5 2 284 22.93
5 2 285 22.47
5 2 286 21.54
5 2 287 26.54
5 2 288 24.14
5 2 289 23.79
5 2 290 23.41
5 2 291 24.07
5 2 292 24.1
5 2 293 22.47
5 2 294 21.5
5 2 295 24.08
5 2 296 23.87
5 2 297 23.54
5 2 298 23.11
5 2 299 22.22
5 2 300 20.49
5 2 301 24.44
5 2 302 23.14
5 2 303 24.99
5 2 304 24.99
5 2 305 20.54
5 2 306 24.46
5 2 307 20.99
5 2 308 24.21
5 2 309 20.51
5 2 310 20.98
5 2 311 23.45
5 2 312 23.13
5 2 313 22.08
5 2 314 23.61
5 2 315 21.92
5 2 316 22.54
5 2 317 22.11
5 2 318 23.93
5 2 319 22.76
5 2 320 23.95
5 2 321 23.73
5 2 322 22.23
5 2 323 25.33
5 2 324 25.69
5 2 325 24.87
5 2 326 22.12
5 2 327 24.97
5 2 328 23.59
5 2 329 24.33
5 2 330 25.14
5 2 331 23.24
5 2 332 21.57
5 2 333 23.58
5 2 334 24.81
5 2 335 22.9
5 2 336 23.76
5 2 337 22.38
5 2 338 22.9
5 2 339 23.74
5 2 340 21.38
5 2 341 24.24
5 2 342 22.38
5 2 343 23.01
5 2 344 21.03
5 2 345 21.08
5 2 346 24.96
5 2 347 20.72
5 2 348 22.66
5 2 349 21.59
5 2 350 21.94
5 2 351 21.87
5 2 352 20.75
5 2 353 20.27
5 2 354 20.63
5 2 355 22.28
5 2 356 19.94
5 2 357 19.08
5 2 358 18.35
5 2 359 20.72
5 2 360 17.94
5 2 361 18.73
5 2 362 17.23
5 2 363 18.95
5 2 364 17.98
5 2 365 18.04
5 2 366 16.18
5 2 367 18.66
5 2 368 17.82
5 2 369 19.4
5 2 370 18.36
5 2 371 18.32
5 2 372 19.06
5 2 373 16.26
5 2 374 18.9
5 2 375 17.53
5 2 376 19.15
5 2 377 18.18
5 2 378 16.45
5 2 379 19.03
5 2 380 20.66
5 2 381 16.1
5 2 382 18.51
5 2 383 16.68
5 2 384 18.22
5 2 385 16.77
5 2 386 17.32
5 2 387 15.68
5 2 388 18.44
5 2 389 18.82
5 2 390 9.39
6 2 1 19.2
6 2 2 26.71
6 2 3 30.45
6 2 4 28.98
6 2 5 31.97
6 2 6 33.01
6 2 7 34.77
6 2 8 34.47
6 3 8 11.12
6 2 9 34.13
6 3 9 26.19
6 2 10 33.44
6 3 10 22.94
6 2 11 34.89
6 3 11 27.29
6 2 12 36.15
6 3 12 27.05
6 2 13 34.48
6 3 13 26.17
6 2 14 38.39
6 3 14 21.94
6 2 15 36.05
6 3 15 23.58
6 2 16 39.45
6 3 16 24.83
6 2 17 39.59
6 3 17 27.43
6 2 18 36.55
6 3 18 27.15
6 2 19 39.34
6 3 19 26.41
6 2 20 39.51
6 3 20 26.27
6 2 21 39.45
6 3 21 28.52
6 2 22 35.88
6 3 22 26.7
6 2 23 40.12
6 3 23 28.77
6 2 24 22.53
6 3 24 29.26
6 2 25 16.74
6 3 25 29.38
6 2 26 40.36
6 3 26 30.15
6 2 27 33.4
6 3 27 28.55
6 2 28 36.68
6 3 28 28.75
6 2 29 37.17
6 3 29 16.69
6 2 30 35.88
6 2 31 36.83
6 2 32 36.95
6 2 33 35.94
6 2 34 35.48
6 2 35 38.96
6 2 36 36.57
6 2 37 38.7
6 2 38 37.28
6 2 39 39.12
6 2 40 36.77
6 2 41 36.06
6 2 42 38.82
6 2 43 35.66
6 2 44 38.74
6 2 45 33.85
6 2 46 37.34
6 2 47 36.62
6 2 48 37.33
6 2 49 34.23
6 2 50 37.49
6 2 51 21.29
6 2 52 31.24
6 2 53 36.63
6 2 54 34.39
6 2 55 35.72
6 2 56 35.61
6 2 57 37.65
6 2 58 34.63
6 2 59 32.59
6 2 60 33.88
6 2 61 33.38
6 2 62 34.66
6 2 63 31.78
6 2 64 33.4
6 2 65 33.38
6 2 66 33.52
6 2 67 34.66
6 2 68 35.54
6 2 69 33.75
6 2 70 33.78
6 2 71 37.12
6 2 72 33.16
6 2 73 33.15
6 2 74 32.55
6 2 75 32.37
6 2 76 33.27
6 2 77 32.97
6 2 78 31.71
6 2 79 31.85
6 2 80 32.39
6 2 81 31.96
6 2 82 31.36
6 2 83 31.48
6 2 84 33.43
6 2 85 34.08
6 2 86 31.99
6 2 87 31.94
6 2 88 31.87
6 2 89 31.36
6 2 90 31.22
6 2 91 34.43
6 2 92 32.09
6 2 93 31.4
6 2 94 32.14
6 2 95 32.96
6 2 96 32.86
6 2 97 30.47
6 2 98 33.49
6 2 99 30.96
6 2 100 31.08
6 2 101 31.88
6 2 102 31.38
6 2 103 31.23
6 2 104 30.11
6 2 105 33.05
6 2 106 30.93
6 2 107 29.42
6 2 108 29.63
6 2 109 28.43
6 2 110 32.16
6 2 111 29.97
6 2 112 30.02
6 2 113 30.11
6 2 114 31.74
6 2 115 30.01
6 2 116 33.71
6 2 117 31.12
6 2 118 31.38
6 2 119 17.18
6 2 120 14.16
6 2 121 31.09
6 2 122 30.04
6 2 123 30.27
6 2 124 32.57
6 2 125 32.09
6 2 126 27.46
6 2 127 27.94
6 2 128 30.63
6 2 129 28.45
6 2 130 30.54
6 2 131 33.07
6 2 132 30.85
6 2 133 31.62
6 2 134 30.63
6 2 135 30.17
6 2 136 30.36
6 2 137 28.61
6 2 138 34.19
6 2 139 30.18
6 2 140 13.12
6 2 141 30.78
6 2 142 27.7
6 2 143 30.48
6 2 144 30.32
6 2 145 31.24
6 2 146 29.17
6 2 147 34.6
6 2 148 30.69
6 2 149 29.01
6 2 150 28.53
6 2 151 30.17
6 2 152 30.05
6 2 153 30.63
6 2 154 31.96
6 2 155 28.59
6 2 156 28.94
6 2 157 34.7
6 2 158 27.61
6 2 159 33.85
6 2 160 31.14
6 2 161 28.88
6 2 162 29.34
6 2 163 30.22
6 2 164 28.53
6 2 165 29.96
6 2 166 16.56
6 2 167 12.97
6 2 168 32.69
6 2 169 31.06
6 2 170 30.49
6 2 171 29.29
6 2 172 31.01
6 2 173 32.4
6 2 174 36.9
6 2 175 30.67
6 2 176 30.24
6 2 177 31.61
6 2 178 35.64
6 2 179 31.26
6 2 180 28.89
6 2 181 29.98
6 2 182 29.56
6 2 183 36.14
6 2 184 28.39
6 2 185 30.95
6 2 186 30.69
6 2 187 30.77
6 2 188 32.44
6 2 189 33.2
6 2 190 17.46
6 2 191 31.63
6 2 192 28.29
6 2 193 29.27
6 2 194 29.91
6 2 195 31.88
6 2 196 30.01
6 2 197 29.84
6 2 198 30.68
6 2 199 30.16
6 2 200 28.71
6 2 201 29.65
6 2 202 30.09
6 2 203 29.4
6 2 204 27.26
6 2 205 29.96
6 2 206 30.86
6 2 207 30.77
6 2 208 27.61
6 2 209 30.16
6 2 210 30.05
6 2 211 31.75
6 2 212 32.35
6 2 213 30.85
6 2 214 30.57
6 2 215 31.09
6 2 216 33.39
6 2 217 13.99
6 2 218 29.01
6 2 219 30.65
6 2 220 32.83
6 2 221 29.16
6 2 222 31.55
6 2 223 29.54
6 2 224 30.15
6 2 225 29.25
6 2 226 29.63
6 2 227 32.27
6 2 228 29.85
6 2 229 28.97
6 2 230 32.73
6 2 231 15.53
6 2 232 29.4
6 2 233 28.4
6 2 234 29.29
6 2 235 30.61
6 2 236 28.31
6 2 237 28.48
6 2 238 30.42
6 2 239 29.48
6 2 240 27.13
6 2 241 27.21
6 2 242 29.41
6 2 243 29.8
6 2 244 27.29
6 2 245 27.71
6 2 246 30.41
6 2 247 28.61
6 2 248 28.07
6 2 249 27.11
6 2 250 25.85
6 2 251 26.4
6 2 252 29.62
6 2 253 29.69
6 2 254 29.71
6 2 255 27.31
6 2 256 26.35
6 2 257 27.93
6 2 258 27.53
6 2 259 27.81
6 2 260 26.95
6 2 261 28.44
6 2 262 28.13
6 2 263 27.83
6 2 264 26.47
6 2 265 30.08
6 2 266 26.71
6 2 267 27.53
6 2 268 26.39
6 2 269 27.99
6 2 270 25.71
6 2 271 27.41
6 2 272 27.1
6 2 273 25.58
6 2 274 25.57
6 2 275 24.44
6 2 276 24.81
6 2 277 25.72
6 2 278 25.2
6 2 279 23.63
6 2 280 24.83
6 2 281 24.67
6 2 282 23.82
6 2 283 24.02
6 2 284 23.72
6 2 285 23.23
6 2 286 25.46
6 2 287 24.24
6 2 288 21.75
6 2 289 20.64
6 2 290 23.5
6 2 291 21.75
6 2 292 22.19
6 2 293 22.48
6 2 294 23.27
6 2 295 23.96
6 2 296 22.58
6 2 297 21.06
6 2 298 21.5
6 2 299 20.9
6 2 300 21.8
6 2 301 20.75
6 2 302 23.01
6 2 303 19.02
6 2 304 20.52
6 2 305 20.8
6 2 306 20.57
6 2 307 22.36
6 2 308 21.89
6 2 309 20.07
6 2 310 20.12
6 2 311 20.56
6 2 312 13.47
6 2 314 7.95
6 2 317 7.99
6 2 320 4.6
7 2 1 10.32
7 2 2 23.1
7 3 2 13.67
7 2 3 27.5
7 3 3 25.87
7 2 4 29.51
7 3 4 26.74
7 2 5 29.31
7 3 5 29.62
7 2 6 29.88
7 3 6 29.03
7 2 7 33.62
7 3 7 27.99
7 2 8 30.16
7 3 8 28.62
7 2 9 31.12
7 3 9 29.32
7 2 10 31.97
7 3 10 28.12
7 2 11 30.72
7 3 11 29.99
7 2 12 31.02
7 3 12 29.29
7 2 13 29.94
7 3 13 31.78
7 2 14 28.59
7 3 14 30.83
7 2 15 30.27
7 3 15 27.93
7 2 16 30.67
7 3 16 32.7
7 2 17 34.02
7 3 17 31.26
7 2 18 32.43
7 3 18 33.38
7 2 19 32.42
7 3 19 31.7
7 2 20 32.06
7 3 20 32.68
7 2 21 33.01
7 3 21 20.24
7 2 22 30.26
7 2 23 33.02
7 2 24 34.5
7 2 25 32.7
7 2 26 32.92
7 2 27 35.17
7 2 28 34.42
7 2 29 33.14
7 2 30 38.83
7 2 31 32.57
7 2 32 31.81
7 2 33 36.08
7 2 34 32.54
7 2 35 33.29
7 2 36 33.97
7 2 37 30.06
7 2 38 19.3
7 2 39 14.77
7 2 40 32.59
7 2 41 32.14
7 2 42 28.96
7 2 43 32.05
7 2 44 31.42
7 2 45 28.72
7 2 46 31.33
7 2 47 31.15
7 2 48 31.25
7 2 49 32.68
7 2 50 32.83
7 2 51 31.1
7 2 52 33.55
7 2 53 35.17
7 2 54 28.68
7 2 55 31.65
7 2 56 30.79
7 2 57 32.01
7 2 58 31.49
7 2 59 28.55
7 2 60 29.7
7 2 61 31.31
7 2 62 30.13
7 2 63 30.74
7 2 64 31.1
7 2 65 17.51
7 2 66 27.61
7 2 67 28.83
7 2 68 30.76
7 2 69 28.62
7 2 70 28.74
7 2 71 29.57
7 2 72 32.81
7 2 73 32.01
7 2 74 24.42
7 2 75 29.29
7 2 76 27.39
7 2 77 27.07
7 2 78 25.77
7 2 79 20.93
7 2 80 19.52
7 2 81 20.52
7 2 82 18.29
7 2 83 15.16
7 2 84 15.14
7 2 85 19.95
7 2 86 22.15
7 2 87 23.27
7 2 88 23.64
7 2 89 24.58
7 2 90 25.6
7 2 91 25.32
7 2 92 22.83
7 2 93 22.78
7 2 94 27.66
7 2 95 38.42
7 2 96 23.94
7 2 97 25.33
7 2 98 24.7
7 2 99 24.03
7 2 100 27.26
7 2 101 10.82
7 2 102 24.12
7 2 103 26.12
7 2 104 26.64
7 2 105 14.77
7 2 106 23.77
7 2 107 24.73
7 2 108 27.72
7 2 109 21.98
7 2 110 27.31
7 2 111 27.16
7 2 112 26.49
7 2 113 25.89
7 2 114 27.3
7 2 115 24.85
7 2 116 28.33
7 2 117 28.67
7 2 118 26.63
7 2 119 26.07
7 2 120 29.49
7 2 121 9.5
7 2 122 27.78
7 2 123 25.69
7 2 124 27.63
7 2 125 25.52
7 2 126 24.56
7 2 127 26.82
7 2 128 28.89
7 2 129 25.7
7 2 130 27.31
7 2 131 26.46
7 2 132 24.52
7 2 134 12.59
7 2 135 26.88
7 2 136 25.36
7 2 137 27.62
7 2 138 25.88
7 2 139 25.75
7 2 140 25.81
7 2 141 24.46
7 2 142 25.42
7 2 143 15.07
7 2 148 11.01
7 2 149 24.69
7 2 150 25.05
7 2 151 23.98
7 2 152 22.23
7 2 153 28.13
7 2 154 22.45
7 2 155 26.51
7 2 156 24.16
7 2 157 25.12
7 2 158 26.1
7 2 159 22.86
7 2 160 24.54
7 2 161 25.18
7 2 162 24.49
7 2 163 28.06
7 2 164 25.9
7 2 165 25.73
7 2 166 25.94
7 2 167 23.66
7 2 168 26.15
7 2 169 24.53
7 2 170 26.38
7 2 171 25.17
7 2 172 26.43
7 2 173 24.47
7 2 174 24.48
7 2 175 24.22
7 2 176 25.08
7 2 177 24.34
7 2 178 23.19
7 2 179 26.24
7 2 180 14.08
7 2 181 12.09
7 2 182 24.55
7 2 183 25.55
7 2 184 24.32
7 2 185 28.46
7 2 186 26.41
7 2 187 25.84
7 2 188 24.01
7 2 189 25.28
7 2 190 22.63
7 2 191 13.46
7 2 192 23.44
7 2 193 24.87
7 2 194 9.67
7 2 195 21.72
7 2 196 21.31
7 2 197 26.12
7 2 198 20.97
7 2 199 23.55
7 2 200 26.87
7 2 201 25.94
7 2 202 25.87
7 2 203 25.19
7 2 204 23.55
7 2 205 29.92
7 2 206 20.55
7 2 207 28.43
7 2 208 24.24
7 2 209 27.85
7 2 210 25.16
7 2 211 26.51
7 2 212 32.49
7 2 213 24.59
7 2 214 25.87
7 2 215 23.15
7 2 216 24.78
7 2 217 29
7 2 218 24.89
7 2 219 26.63
7 2 220 26.75
7 2 221 25.65
7 2 222 24.84
7 2 223 14.26
7 2 224 29.76
7 2 225 20.55
7 2 226 26.2
7 2 227 25.96
7 2 228 24.63
7 2 229 23.84
7 2 230 27.84
7 2 231 27.22
7 2 232 24.12
7 2 233 26.26
7 2 234 25.02
7 2 235 25.52
7 2 236 23.8
7 2 237 29.61
7 2 238 25.11
7 2 239 27.36
7 2 240 25.11
7 2 241 25.73
7 2 242 26.62
7 2 243 25.45
7 2 244 28.19
7 2 245 22.39
7 2 246 25.83
7 2 247 26.01
7 2 248 25.24
7 2 249 25.6
7 2 250 24.45
7 2 251 26.84
7 2 252 23.59
7 2 253 27.2
7 2 254 26.64
7 2 255 25.81
7 2 256 23.37
7 2 257 25.42
7 2 258 23.44
7 2 259 24.84
7 2 260 24.34
7 2 261 26.59
7 2 262 20.54
7 2 263 25.83
7 2 264 24.17
7 2 265 24.02
7 2 266 24.07
7 2 267 27.55
7 2 268 24.04
7 2 269 27.8
7 2 270 22.8
7 2 271 24.96
7 2 272 22.79
7 2 273 24.35
7 2 274 23.13
7 2 275 21.43
7 2 276 20.03
7 2 277 23.47
7 2 278 22.3
7 2 279 22.46
7 2 280 21.5
7 2 281 24.11
7 2 282 24.16
7 2 283 22.9
7 2 284 24.65
7 2 285 23.08
7 2 286 24.18
7 2 287 14.08
7 2 288 18.4
7 2 289 17.17
7 2 290 17.17
7 2 291 19.8
7 2 292 18.47
7 2 293 19.19
7 2 294 19.14
7 2 295 19.05
7 2 296 17.57
7 2 297 19.84
7 2 298 17.04
7 2 299 17.1
7 2 300 18.71
7 2 301 20.87
7 2 302 20.23
7 2 303 18.53
7 2 304 18.22
7 2 305 19.04
7 2 306 18.55
7 2 307 19.55
7 2 308 18.76
7 2 309 18.92
7 2 310 19
7 2 311 17.79
7 2 312 19.64
7 2 313 19.47
7 2 314 17.49
7 2 315 18.49
7 2 316 19.84
7 2 317 15.2
7 2 318 17.81
7 2 319 18.66
7 2 320 18.33
7 2 321 19.39
7 2 322 18.02
7 2 323 17.08
7 2 324 19.44
7 2 325 17.42
7 2 326 15.37
7 2 328 10.42
7 2 331 7.97
7 2 334 1.83
8 2 1 12.93
8 2 2 34.11
8 2 3 35.14
8 2 4 20.69
8 2 5 35.8
8 2 6 20.81
8 2 7 40.01
8 2 8 38.07
8 2 9 38.88
8 2 10 44.5
8 2 11 41.34
8 2 12 42.35
8 2 13 19.2
8 2 14 46.46
8 2 15 42.04
8 2 16 45.73
8 2 17 43.9
8 2 18 46.72
8 2 19 46.11
8 2 20 48.14
8 2 21 54.11
8 2 22 48.14
8 2 23 47.45
8 2 24 56.46
8 2 25 47.4
8 2 26 47.86
8 2 27 51.83
8 2 28 48.93
8 2 29 49.89
8 2 30 52.64
8 2 31 49.82
8 2 32 47.91
8 2 33 52.02
8 2 34 24.15
8 2 35 50
8 2 36 48.73
8 2 37 52.42
8 2 38 53.05
8 2 39 50.57
8 2 40 53.28
8 2 41 51.17
8 2 42 49.17
8 2 43 47.81
8 2 44 49.39
8 2 45 52.42
8 2 46 48.03
8 2 47 43.49
8 2 48 40.28
8 2 49 46.39
8 2 50 41.46
8 2 51 46.36
8 2 52 47.47
8 2 53 52.39
8 2 54 49.72
8 2 55 50.78
8 2 56 49.5
8 2 57 47.96
8 2 58 49.46
8 2 59 45.19
8 2 60 47.36
8 2 61 45.47
8 2 62 46.46
8 2 63 44.38
8 2 64 46.39
8 2 65 50.4
8 2 66 46.52
8 2 67 44.67
8 2 68 42.03
8 2 69 41.88
8 2 70 44.58
8 2 71 48.16
8 2 72 46.28
8 2 73 48.19
8 2 74 43.67
8 2 75 46.8
8 2 76 46.4
8 2 77 45.24
8 2 78 46.21
8 2 79 45.97
8 2 80 42.66
8 2 81 44.25
8 2 82 45.31
8 2 83 42.05
8 2 84 43.81
8 2 85 45.95
8 2 86 41.51
8 2 87 45.05
8 2 88 42.98
8 2 89 45.3
8 2 90 44.21
8 2 91 43.09
8 2 92 44.64
8 2 93 39.04
8 2 94 43.6
8 2 95 42.59
8 2 96 43.65
8 2 97 43.22
8 2 98 40.24
8 2 99 43.73
8 2 100 44.24
8 2 101 42.84
8 2 102 42.98
8 2 103 45.69
8 2 104 41.12
8 2 105 41.31
8 2 106 43.51
8 2 107 21.72
8 2 108 43.13
8 2 109 44.59
8 2 110 37.54
8 2 111 41.44
8 2 112 40.37
8 2 113 38.36
8 2 114 43.02
8 2 115 41.38
8 2 116 42.88
8 2 117 40.5
8 2 118 41.36
8 2 119 43.42
8 2 120 41.7
8 2 121 38.75
8 2 122 41.64
8 2 123 47.46
8 2 124 38.78
8 2 125 42.95
8 2 126 44.03
8 2 127 41.32
8 2 128 41.68
8 2 129 40.96
8 2 130 40.26
8 2 131 44.34
8 2 132 40.84
8 2 133 35.93
8 2 134 41.82
8 2 135 42.57
8 2 136 41.87
8 2 137 40.03
8 2 138 40.59
8 2 139 44.05
8 2 140 39.49
8 2 141 41.75
8 2 142 41.7
8 2 143 36.47
8 2 144 39.02
8 2 145 40.34
8 2 146 41.93
8 2 147 42.13
8 2 148 39.68
8 2 149 38.94
8 2 150 41.29
8 2 151 39.48
8 2 152 44.42
8 2 153 37.88
8 2 154 39.09
8 2 155 41.42
8 2 156 37.23
8 2 157 40.84
8 2 158 37.91
8 2 159 39.98
8 2 160 41.1
8 2 161 36.89
8 2 162 38.71
8 2 163 37.24
8 2 164 40.32
8 2 165 39.95
8 2 166 42.41
8 2 167 38.14
8 2 168 36.63
8 2 169 40.37
8 2 170 39.3
8 2 171 35.61
8 2 172 36.38
8 2 173 40.26
8 2 174 42
8 2 175 39.73
8 2 176 41.29
8 2 177 41.49
8 2 178 40.82
8 2 179 39.97
8 2 180 40.22
8 2 181 41.52
8 2 182 37.96
8 2 183 41.19
8 2 184 37.34
8 2 185 37.37
8 2 186 36.83
8 2 187 37.32
8 2 188 37.96
8 2 189 40.76
8 2 190 33.58
8 2 191 36.06
8 1 192 30.04
8 2 192 32.6
8 1 193 29.57
8 2 193 35.58
8 2 194 31.69
8 1 195 30.95
8 2 195 32.72
8 1 196 32.12
8 2 196 37.79
8 1 197 30.24
8 2 197 37.06
8 1 198 28.23
8 2 198 35.72
8 1 199 29.32
8 2 199 38.57
8 1 200 30.61
8 2 200 33.31
8 1 201 30.11
8 2 201 34.82
8 1 202 29.53
8 2 202 33.34
8 1 203 30.76
8 2 203 37.11
8 1 204 30.95
8 2 204 34.96
8 1 205 32.06
8 2 205 35.44
8 1 206 28.86
8 2 206 34.74
8 1 207 30.7
8 2 207 34.94
8 1 208 30.77
8 2 208 34.64
8 1 209 31.4
8 2 209 35.66
8 1 210 30.92
8 2 210 32.74
8 1 211 32.27
8 2 211 33.74
8 1 212 32.17
8 2 212 35.19
8 2 213 32.2
8 2 214 37.1
8 1 215 33.49
8 2 215 36.7
8 1 216 30.38
8 2 216 36
8 1 217 32.87
8 2 217 35.27
8 1 218 31.52
8 2 218 36
8 1 219 32.35
8 2 219 36.46
8 1 220 30.64
8 2 220 36.54
8 1 221 29.81
8 2 221 37.28
8 1 222 31.39
8 2 222 35.34
8 1 223 30
8 2 223 38.71
8 1 224 31.99
8 2 224 38.7
8 1 225 29.81
8 2 225 36.56
8 1 226 30.14
8 2 226 36.06
8 1 227 33.02
8 2 227 36.04
8 1 228 32.14
8 2 228 33.41
8 1 229 31.38
8 2 229 32.94
8 1 230 31.81
8 2 230 31.39
8 1 231 30.72
8 2 231 35.86
8 1 232 26.64
8 2 232 33.33
8 1 233 24.2
8 2 233 35.81
8 1 234 25.34
8 2 234 29.15
8 1 235 24.86
8 2 235 30.52
8 1 236 26.95
8 2 236 31.07
8 1 237 29.34
8 2 237 29.39
8 1 238 30.03
8 2 238 31.43
8 1 239 30.63
8 2 239 34.15
8 1 240 28.61
8 2 240 30.63
8 1 241 31.32
8 2 241 29.19
8 1 242 30.39
8 2 242 28.9
8 1 243 31.88
8 2 243 31.72
8 1 244 29.05
8 1 245 32.16
8 1 246 31.08
8 1 247 28.13
8 1 248 15.08
8 1 249 30.46
8 1 250 27.2
8 1 251 32.76
8 1 252 29.48
8 1 253 29.11
8 1 254 29.34
8 2 254 31.83
8 1 255 26.1
8 2 255 33.16
8 1 256 30.78
8 2 256 29.8
8 1 257 30.38
8 2 257 30.61
8 1 258 30.56
8 2 258 33.7
8 1 259 31.51
8 2 259 33.2
8 1 260 27.14
8 2 260 37.53
8 1 261 26.56
8 2 261 33.67
8 1 262 27.85
8 2 262 30.6
8 1 263 26
8 2 263 19.31
8 1 264 17.57
8 1 265 11.42
8 1 266 24.98
8 1 267 27.13
8 1 268 25.91
8 1 269 26.39
8 1 270 26.31
8 1 271 24.63
8 1 272 27.32
8 1 273 25.5
8 1 274 27.51
8 1 275 26.49
8 1 276 26.7
8 1 277 26.53
8 1 278 27.88
8 1 279 27.19
8 1 280 24.87
8 1 281 26.29
8 1 282 30.55
8 1 283 26.53
8 1 284 26.44
8 1 285 26.9
8 1 286 27.82
8 1 287 26.02
8 1 288 27.42
8 1 289 27.21
8 1 290 27.55
8 1 291 14.07
8 1 292 27.25
8 1 293 27.7
8 1 294 28.09
8 1 295 26.79
8 1 296 26.7
8 1 297 28.44
8 1 298 26.62
8 1 299 27.42
8 1 300 25.74
8 1 301 26.54
8 1 302 25.5
8 1 303 24.34
8 1 304 24.67
8 1 305 26.21
8 1 306 26.54
8 1 307 12.8
8 1 308 15.8
8 1 310 13.15
8 1 314 8.37
9 2 1 8.96
9 2 2 27.38
9 2 3 31.52
9 2 4 32.13
9 2 5 32.05
9 2 6 36.2
9 2 7 37.19
9 2 8 36.4
9 2 9 36.97
9 2 10 35.6
9 2 11 37.31
9 2 12 35.82
9 2 13 35.81
9 2 14 37.94
9 2 15 37.56
9 2 16 39.95
9 2 17 38.41
9 2 18 37.49
9 2 19 38.24
9 2 20 32.36
9 2 21 17.85
9 2 22 19.83
9 2 23 33.12
9 2 24 37.88
9 2 25 37.72
9 2 26 44.77
9 2 27 41.21
9 2 28 40.81
9 2 29 39.39
9 2 30 37.73
9 2 31 38.97
9 2 32 43.49
9 2 33 38.29
9 2 34 42.32
9 2 35 42
9 2 36 35.46
9 2 37 35.11
9 2 38 34.31
9 2 39 42.13
9 2 40 35
9 2 41 42.82
9 2 42 40.5
9 2 43 41.12
9 2 44 40.88
9 2 45 41.56
9 2 46 43.74
9 2 47 38.93
9 2 48 42.59
9 2 49 40.93
9 2 50 41.71
9 2 51 43.1
9 2 52 40.39
9 2 53 45.81
